id,name,birth
51052,"Tamás Balogh",1944
51054,"Zsolt Balogh",1950
51059,"Ola Balogun",1945
51060,"Miha Baloh",1928
51061,"Lucas Baloyi",
51062,"Max Baloian",
51063,"Costel Baloiu",1959
51069,"Vladimir Balon",1937
51075,"Nathalie Balou",
51079,"Ladislav Balous",
51082,"Bruno Balp",1926
51087,"John Balquist",
51091,"Anand Balraj",
51092,Balram,
51096,"Alan Balsam",1950
51102,"Mark Balsam",
51104,"Talia Balsam",1959
51106,"Ivan Balsamadzhiev",1953
51111,"Jean Balsamo",
51116,"Humbert Balsan",1954
51124,"Pilar Balsega",
51129,"David Balser",
51142,"David W. Balsiger",1945
51147,"Ilona Balsyte",
51156,"Jeff Balsmeyer",
51157,"Randall Balsmeyer",
51159,"Allison Balson",1969
51160,"Michael Balson",
51161,"Sandy Balson",1930
51163,"Emmanuel Balssa",
51165,"Irini Balta",
51166,"Ali Taner Baltaci",
51170,"Ángel María Baltanás",1929
51172,"Jean-Jacques Tarbès",
51173,"Constantin Baltaretu",1938
51176,"Ángel Baltasar",
51179,"Christian Baltauss",
51181,"Conrado Baltazar",
51184,"Michael Baltazar",
51185,"Raymundo Baltazar",1981
51188,"Beba Balteano",
51190,"Lillian Balteanu",
51191,"Julie Baltee",
51193,"Alla Balter",1940
51201,"Jameson Baltes",
51204,"Christiane Balthasar",1970
51206,"Nic Balthazar",1964
51207,"P. Balthasar",
51211,"Max-Edouard Balthazard",
51212,"Traci Balthazor",
51218,Balthus,1908
51220,"Carlo Baltieri",1922
51224,"Charli Baltimore",1974
51225,"David Baltimore",1938
51229,"Vicki Baltimore",
51237,"Donna Baltron",
51248,"Avgust Baltrusaitis",1937
51249,"Jonathan Baltrusaitis",
51253,"Gerd Baltus",1932
51257,"Kirk Baltz",1959
51271,"L. Balu",
51272,"Lita Baluarte",
51279,"Liz Balut",
51281,"Jacques Balutin",1936
51282,"Aleksandr Baluev",1958
51284,"George Baluzy",
51285,"Mike Baluzy",
51287,"Ángeles Balvanera",
51293,"Anick Baly",
51294,"Saundra Baly",
51300,"Bruno Balz",1902
51301,"Gustavo Balza",
51302,"Haydée Balza",1948
51304,"Honoré de Balzac",1799
51309,"Nelly Kafsky",
51316,"Fernando Balzaretti",1946
51317,"Georgina Balzaretti",
51318,"Jorge Balzaretti",
51319,"Lucila Balzaretti",
51320,"Andrew Balzarini",
51326,"Walter Balzarini",1936
51335,"Jan Balzer",1941
51337,"Karl Michael Balzer",1944
51342,"Thomas Balzer",
51343,"Barbara Balzerani",1949
51345,"Eliska Balzerová",1949
51347,"Res Balzli",1952
51350,"Andrea Balzola",
51351,"Carlos Balá",1925
51354,"Béla Balázs",1884
51355,"Ferenc Balázs",1951
51357,"Gábor Balázs",1962
51360,"József Balázs",1944
51362,"Péter Balázs",1943
51363,"Samu Balázs",1906
51365,"Lajos Balázsovits",1946
51367,"Jaroslav Balík",1924
51378,Bamba,
51382,"Afrika Bambaataa",1957
51387,"Toni Cade Bambara",1939
51390,"Daniela Bambasová",1954
51391,"Marco Bambati",
51394,"David Bamber",1954
51396,"George Bamber",
51397,"Jamie Bamber",1973
51405,"Florian Bamberg",1982
51406,"Ruth Bamberg",
51408,"Piet Bambergen",1931
51410,"Bernhard Bamberger",1964
51413,"Herbert J. Bamberger",
51417,"Jean-Pierre Bamberger",
51423,"Lee Jay Bamberry",
51430,"Predrag Bambic",1958
51433,"Stefano Bambini",
51442,"Karin Bamborough",
51454,"Vyacheslav Bambushek",
51462,"Ernst Bamert",1972
51469,"Maria Bamford",1970
51470,"Mark Bamford",1967
51472,"Simon Bamford",
51474,"Suzanne Kay",1960
51479,"Firdous Bamji",1966
51482,"Gerry Bamman",1941
51491,"Wallace Bampoe-Addo",
51492,"Carine Bamps",
51495,"Maddly Bamy",1943
51499,"Daisuke Ban",1947
51500,"Ivo Ban",1949
51502,"Junzaburô Ban",1908
51503,"Minako Ban",
51505,"Ray Ban",
51508,"Yûtarô Ban",
51509,"Eric Bana",1968
51512,"Michal Banach",1969
51518,"Marni Banack",
51520,"Jaume Banacolocha",
51523,"JoAnn Cabalda Banaga",
51524,"Chaim Banai",1937
51525,"Ehud Banai",1953
51526,"Gavri Banai",1940
51528,"Meir Banai",1961
51529,"Orna Banai",1966
51530,"Uri Banai",1969
51531,"Ya'ackov Banai",1919
51533,"Yossi Banai",1932
51535,"Yuval Banai",1962
51536,"Pouri Baneai",1940
51537,"Aida Banaji",
51539,"Tammy Banal",
51542,"Jacquie Banan",
51543,"Joe Banana",
51544,"Rick Banana",
51545,"Hamid Benani",1940
51548,"Orna Banarie",
51550,"Arlene Banas",1946
51552,"Carl Banas",1929
51555,"John Banas",
51558,"Michala Banas",1978
51559,"Mike Banas",
51561,"Stanislaw Banas",1954
51562,"Lynn Banashek",
51563,"Darek Banasik",
51565,"Stanislaw Banasiuk",1952
51572,"Ewa Banaszkiewicz",
51575,"Krzysztof Banaszyk",1970
51583,"Jeanne Banc",
51591,"Xesc Bancelo",
51599,"Rodolfo Banchelli",
51605,"Valentina Banci",
51607,"Parv Bancil",1967
51608,"Christer Banck",1935
51609,"Jim Bancks",1889
51612,"Pascal Bancou",
51614,"Ann Bancroft",1955
51619,"Bob Bancroft",
51620,"Bradford Bancroft",
51621,"Cameron Bancroft",1967
51625,"Darren Bancroft",1973
51628,"George Bancroft",1882
51643,"Tony Bancroft",1967
51649,"Albert Band",1924
51650,"Alex Band",1981
51653,"Chad Band",
51659,"Richard Band",1953
51663,"Sylvio Band",
51676,"Dvir Benedek",1969
51677,"Pijush Bandyopadhyay",
51678,"Mário Márcio Bandarra",
51681,"Ramón Lluís Bande",1972
51684,"Denise Bandeira",1952
51686,"Eliane Bandeira",
51688,"José Bandeira",
51691,"Ricardo Bandeira",1936
51693,"Silvia Bandeira",1950
51695,"Pedro Bandeira-Freire",1939
51696,"Ashok Bandekar",
51698,"Jan Bandel",
51706,"Manuel Bandera",1960
51708,"Sergio Bandera",
51710,"Vaitiare Hirshon",1964
51717,"Andrei Banderovsky",
51720,"Paul Bandey",
51721,"Deepak Kumar Bandhu",
51729,"Al Bandiero",
51736,"Armando Bandini",1926
51739,"Filiberto Bandini",
51748,"Helen Bandis",1964
51754,"Jenee Bandler",1968
51755,"Vivica Bandler",1917
51760,"Masako Bando",1958
51766,"Yajuro Bando",
51767,"Yasosuke Bando",
51770,"Doru Bandol",
51775,"Suzanne Bandolo",
51777,"Gil Bandong",
51779,"Saradindu Bandopadhyay",1899
51780,"Manik Bandopadhaya",1908
51781,"Shakti Banerjee",
51784,"Ljubomir Bandovic",1976
51793,"Enrico Banducci",1922
51796,"Nikolay Bandurin",
51798,"Beata Bandurska",
51803,"Louis Bandy",1933
51804,"Mary Lea Bandy",1943
51805,"Moe Bandy",1944
51808,"Bibhutibhushan Bandyopadhyay",1894
51810,"Satya Bannerjee",1933
51817,"Honey Bane",
51822,"Cristina Banegas",
51824,"Richard Baneham",
51826,"Richard Banel",1988
51830,"Ajit Banerjee",
51831,"Ajoy Banerjee",
51833,"Chitra Banerjee",
51834,"Debasish Banerjee",
51839,"Moloy Banerjee",
51840,"Nalini Banerjee",
51841,"Partha Banerjee",
51843,"Poroma Banerjee",
51845,"Robin Banerjee",
51850,"Sarvadaman D. Banerjee",
51851,"Satya Banerjee",
51853,"Steve Banerjee",1946
51855,"Tarashankar Banerjee",1898
51856,"Victor Banerjee",1946
51857,Banerjee,
51862,"Lisa Banes",1955
51866,"Brenda Banet",
51871,"Sergei Banevich",
51880,"Lino Banfi",1936
51882,"Nella Banfi",
51883,"Rosanna Banfi",1963
51884,"Bever-Leigh Banfield",1953
51891,"Ian Banfield",
51894,"Jon Bang Carlsen",1950
51899,"Carsten Bang",1949
51903,"Claes Bang",1967
51906,"Eun-hee Bang",1967
51907,"Eun-jin Pang",1965
51908,"Flemming Bang",
51910,"Glenn Bang",
51911,"Herman Bang",1857
51914,"Ian Bang",
51915,"Jan Bang",
51916,"Joy Bang",1945
51917,"Jun-seok Bang",
51918,"Lars Bang",
51920,"Lennart Bång",
51921,"Marvin Bang",
51927,"Simon Bang",1960
51930,"Vivian Bang",1973
51931,"Arne Bang-Hansen",1911
51935,"Pål Bang-Hansen",1937
51939,"Thomas Bangalter",1975
51947,"Kristina Bangert",1972
51950,"Kevin Bangert",
51958,"Jimmy Bangley",1956
51961,"Thomas Bango",
51962,"Alan Bangs",1951
51967,"Don Bangs",
51972,"Lance Bangs",1972
51984,"Advent Bangun",
51987,"Roberto Bangura",1962
51988,"Mai Phuong Banh",
51989,"Amália Banha",
51994,"Russ Banham",1955
51999,"Rakhshan Banietemad",1954
52005,"Indra Bania",1942
52008,"Stefan Banica Jr.",1967
52010,"Stefan Banica",1933
52012,"Petar Banicevic",1930
52016,"Lina Baniela",
52017,"François-Marie Banier",
52020,"Jacob Banigan",
52023,"Donatas Banionis",1924
52024,"Raimundas Banionis",1957
52025,"Fran Banish",
52028,"Patrick Banister",
52029,"Shmuel Banitt",
52031,"Mira Banjac",1929
52032,"Geoff Banjavich",
52037,"Ashley Bank",1981
52044,"Melody Bank",
52045,"Mirra Bank",
52046,"Netta Bank",
52049,"Wilbert Bank",
52051,"Nis Bank-Mikkelsen",1945
52054,"Anders Banke",
52062,"Mark Banker",1973
52066,"Jeff Bankert",1967
52075,"Reza Banki",
52079,"Jennifer Banko",1978
52081,"Nikolai Banko",
52086,"Wolfgang Bankowski",1977
52088,"Katya Bankowsky",
52089,"Aaron Banks",1928
52103,"Boyd Banks",1964
52108,"Brian Banks",1955
52110,"Briana Banks",1979
52113,"Caerthan Banks",
52124,"Cindy Banks",
52128,"Clay Banks",
52131,"Cynthia Banks",
52133,"Dasal Banks",
52134,"David Banks",1951
52137,"David N. Banks",
52138,"Deborah Banks",
52139,"Dennis Banks",1937
52143,"Doug Banks",1958
52149,"Ernie Banks",1931
52169,"Iain Banks",1954
52178,"Jeremy Banks",
52179,"Jim Banks",
52182,"Joe Banks",
52186,"Jonathan Banks",1947
52194,"Larry Banks",
52195,"Laura Banks",1956
52202,"Lenore Banks",
52205,"Linden Banks",
52208,"Louis Banks",
52209,"Lynne Reid Banks",1929
52215,"Michael Banks",
52216,"Michelle A. Banks",
52218,"Morwenna Banks",1961
52220,"Nancy Banks",
52225,"Paul Banks",
52232,"Richard Banks",
52234,"Robert C. Banks",1966
52245,"Stanley Banks",
52246,"Steven Banks",1954
52247,"Sydney Banks",
52251,"Tonya Reneé Banks",
52256,"Tony Banks",1950
52259,"Van Banks",
52278,"Scott Bankston",
52282,"Chantal Banlier",
52284,"Bhushan Banmali",
52286,"Richard W. Bann",
52291,"Steve Bannatyne",
52294,"Berj Bannayan",
52296,"Erik Bannenberg",1961
52308,"John Banner",1910
52312,"Steve Banner",
52314,"Nisith Bannerjea",
52321,"Arun Bannerjee",
52322,"Bhanu Bannerjee",1920
52327,"Dilip Bannerjee",
52329,"Haradhan Bannerjee",1926
52332,"Kali Bannerjee",1921
52333,"Kanu Bannerjee",1905
52334,"Karuna Bannerjee",1919
52338,"Palash Bannerjee",
52343,"Subir Banerjee",
52348,"Celia Bannerman",1944
52353,"Marc Bannerman",1973
52361,"Walter Bannert",1942
52362,"Dave Bannick",
52364,"Gilles Bannier",
52365,"Kim Bannikoff",
52366,"Monica Bannikoff",
52368,"Oleg Bannikov",
52372,"Gerry Banning",
52377,"John Banning",
52383,"Mitch Banning",
52385,"Harry Bannink",1929
52388,"Stefan Bannischka",
52399,"James Bannister",
52410,"Reggie Bannister",1945
52411,"Roger Bannister",1929
52415,"Trevor Bannister",1934
52419,"Yoshimitsu Banno",1931
52421,"Bill Bannon",
52428,"Edward Bannon",
52430,"Frank Bannon",
52434,"James Bannon",
52436,"James Bannon",
52442,"Steve Bannon",1953
52444,"Véronique Bannon",1976
52446,"Steve Bannos",1960
52447,"Samir Bannout",1955
52451,"Vladimir Bannykh",1952
52452,"Al Bano",1943
52454,"Roshan Bano",
52457,"Tibor Banok",1932
52458,"Olivier Banon",
52459,"Theon Banos",
52460,"Amadou Banou",
52462,"Bettina Banoun",
52466,"Bancho Banov",1925
52467,"Sultan Banov",
52468,"Vasil Banov",1946
52469,"John Banovich",
52471,"Kostana Banovic",
52476,"Tamás Banovich",1925
52484,"Mary Paz Banquells",
52486,"Rafael Banquells",1917
52488,"Rocío Banquells",1958
52492,"Indira Bansal",1932
52496,"Richard Bansbach",
52500,"Juliane Banse",1969
52503,"Brian Bansgrove",1941
52504,"Gennadiy Banshchikov",1943
52508,"Jeremy Banster",1973
52510,"Charlene Banta",
52515,"Gwen Banta",
52517,"Kristin Banta",
52520,"Milt Banta",1922
52523,"Steve Banta",
52527,"Vitalie Bantas",
52532,"Ashok Banthia",
52535,"Anna Banti",1895
52537,"Mirella Banti",
52551,"Buju Banton",1973
52557,"Bryan Bantry",1956
52563,"Christoph Bantzer",1936
52564,"Claus Bantzer",1942
52567,"Husn Banu",
52568,"Naseem Banu",1916
52570,"Saira Banu",1944
52572,"Jan Banucha",1934
52573,"Carlos Banuelos",
52581,"John Banville",1945
52584,"Jean Bany",
52590,"Bernard Benyamin",
52598,"Francine Banzali",
52599,"Messer Banzani",
52600,"Radu Bânzaru",1968
52602,"Josette Banzet",1938
52607,"Baochang Guo",
52611,"Lei Bao",
52613,"Shaun Bao",
52614,"Shi Bao",
52616,"Tiffany Bao",
52617,"Xiaoran Bao",
52619,"Zhifang Bao",1939
52621,"Uttara Baokar",
52622,"Michele Baono",
52624,"Baoqi Xu",
52628,"Baoying Jiang",
52630,"K. Bapaiah",
52632,"Sam Bapes",
52633,"Zarif Bapinayev",
52634,Bapineedu,
52638,"George Baptist",
52644,"André Baptista",
52646,"Carla Baptista",
52649,"Clement Baptista",1916
52655,"Jane Batista",1933
52657,"Juan Alfonso Baptista",1976
52660,"Pedro Baptista",
52663,Baptista-Bastos,1934
52665,"Elwaldo Baptiste",
52667,"Hayden Baptiste",1974
52675,"Thomas Baptiste",1929
52677,Bapu,1933
52682,"Laura Baque",
52685,"Antoni Maria C. Baquer",
52693,"Gastón Baquero",
52701,"Piluca Baquero",
52702,"Grégori Baquet",1970
52703,"Maurice Baquet",1911
52706,"Rahel Bar David-Tene",
52711,"Erich Bar",1950
52713,"Jacques Bar",1921
52722,"Shlomo Bar-Aba",1950
52726,"Nissan Bar-David",
52727,"Senyora Bar David",1963
52728,"Ilana Bar-Din",
52729,"Hadas Bar-Eilan",
52737,"Amir Bar-Lev",
52738,"Avishai Bar-Natan",
52739,"Roy Bar-Natan",1977
52740,"Inon Barnatan",
52742,"Amir Bar-On",
52743,"Galia Bar-On",
52745,"Modi Bar-On",1962
52748,"Avraham Bar-Orion",
52749,"Yoram Bar-Sadeh",
52752,"Shlomo Bar-Shavit",1928
52753,"Reuven Bar-Yotam",1935
52754,"Iris Bahr",
52755,"Sharon Bar-Ziv",
52756,"Michael Bar-Zohar",
52757,"Yael Bar-Zohar",1980
52765,"Lori Bara",1903
52774,"Martin J. Barab",
52779,"Mauro Barabani",
52786,"Mariya Barabanova",1911
52792,"Stanislav Barabas",1924
52793,"Zoltan Barabas",1964
52794,"Benny Barbash",1951
52795,"Ivan Barabash",
52797,"Jeffrey T. Barabe",
52805,"Pál Barabás",1902
52810,"Marina Barac",
52811,"Gilda Baracchi",
52812,"Raffaella Baracchi",1965
52814,"Adriano Baracco",1907
52822,"Shane Barach",
52827,"Nicolas Barachin",
52829,"Norma Bacaicoa",
52830,"Ferenc Baracsi",1928
52834,"Thomas Barad",
52835,"Hüseyin Baradan",1932
52843,"Giulio Baraghini",
52849,"Nino Baragli",1925
52858,"José Barahona",
52859,"Karla Barahona",
52860,"Lorena Barahona",
52864,"Claudia Barainsky",
52866,"Jacques Baraize",
52873,"Frank Barajas",
52875,"Luis Barajas",
52879,"Salvador Barajas",
52880,"Ari Barak",
52885,"Michael Barak",1938
52888,"Robert Barak",
52890,"Tami Barak",
52892,"Yossi Barak",
52893,"Amiri Baraka",1934
52896,"Adnan Barakat",
52897,"Hinri Barakat",1914
52898,"Pyotr Barakchi",1929
52903,"Valeri Barakin",
52904,"Yevgeniya Barakova",1948
52911,"Joel Baral",
52912,"Michael Baral",1981
52914,"Angela Baraldi",1964
52917,"Lorenzo Baraldi",1940
52918,"Marco Baraldi",
52920,"Paola Barale",1967
52921,"Fiammetta Baralla",1943
52923,"Elizabeth Baralt",
52925,"Matt Baram",
52927,"Maroochy Barambah",
52929,"Jadaros Baramidze",
52935,Asitbaran,1913
52937,"Chris Baran",1974
52939,"Darrell Baran",
52943,"J. Michael Baran",
52944,"Jack Baran",
52946,"Leo Baran",
52949,"Michael Baran",1963
52953,"Roma Baran",
52957,"Tamer Baran",1966
52964,"Steve Barancik",1961
52973,"Felipe Barandiarán",1945
52988,"Bronislaw Baraniecki",1934
52993,"Aleksandr Baranov",1955
52994,"Aleksey Baranov",
52996,"Catherine Baranov",
52998,"Serhii Baranov",
52999,"Vladimir Baranov",1956
53000,"Vyacheslav Baranov",1958
53001,"Darina Baranova",
53002,"Elena Baranova",
53005,"G. Baranova",
53008,"Lyudmila Baranova",1959
53016,"Bozena Baranowska",1953
53018,"Albina Baranska",1932
53019,"Jadwiga Baranska",1935
53020,"Teresa Baranska",
53022,"Andrzej Baranski",1941
53026,"Antonello Baranta",
53028,"Philip Barantini",1980
53029,"Anatoliy Barantsev",1926
53032,"Andrei Barantsov",
53039,"László Baranyai",1950
53040,"Sandor Baranyai",
53041,"Laurie Baranyay",
53042,"László Baranyi",1927
53043,"Ottilia Borbáth",1946
53044,"Angela Baraquio",1976
53047,"Cassie Barasch",
53059,"Philippe Barassat",1963
53062,"Babette Barat",
53064,"François Barat",1943
53066,"Mustapha Barat",1959
53067,"Pierre Barat",
53070,"Andrea Barata Ribeiro",
53074,"Paulo André Barata",
53076,"Paata Baratashvili",
53083,"Diane Baratier",
53084,"Jacques Baratier",1918
53086,"Néna Baratier",
53090,"Igor Bararon",
53095,"Adam Baratta",
53096,"Dana Baratta",
53099,"Fred Baratta",1923
53100,"Martina Baratta",
53105,"Vladimir Baratta",
53109,"Elena Barattero",
53118,"Giorgio Barattolo",
53132,"Michel Baraz",
53139,"Beautiful Barb",
53142,"Antonio Barba",
53143,"Arturo Barba",1973
53156,"Meche Barba",1922
53157,"Norberto Barba",1963
53159,"Robert S. Barba",
53160,"Ted Barba",
53161,"Vana Barba",1963
53165,"Federico Barbabosa",
53168,"Manuel Barbachano Ponce",1924
53170,"Francisco Barbachano",
53171,"Pablo Barbachano",
53177,"Marie Barbacui",
53180,"Richard Barbadillo",
53184,"Angelo Barbagallo",
53186,"Serge Barbagallo",
53190,"Randy Barbato",
53193,"Jim Barbaley",
53200,"Péter Barbalics",1957
53201,"Paul Barbaneagra",1929
53202,"Shane Barbanel",
53203,"Gregg Barbanell",
53205,"Mariangela Barbanente",
53213,"Nicolas Barbano",1963
53215,"Damià Barbany",
53219,Barbara,1930
53220,"Benny Barbara",
53221,"Josep Maria Barbara",
53228,"Ernie Barbarash",
53230,"Luca Barbareschi",1956
53231,"Mino Barbarese",
53232,"Franco Barbaresi",
53235,"Yusra Barbari",
53249,"Mimmo Barbarito",
53250,"Ciro Barbaro",1942
53252,"Fabrice Barbaro",
53255,"Nicholas Barbaro",
53256,"Nick Barbaro",
53257,"Rocco Barbaro",1955
53259,"Schelli Marie Barbaro",
53261,"Georgina Barbarossa",1954
53267,"Bob Barbash",1919
53268,"Uri Barbash",1946
53269,"Marek Barbasiewicz",1945
53276,"Andrea Barbato",1934
53278,"Giovanni Barbato",
53279,"Matthew Barbato",
53286,"Toto Barbato",
53289,"Pierre Barbaud",1911
53290,"Armand Barbault",
53296,"Andrés Barbé",
53309,"Eric Barbeau",
53310,"François Barbeau",1935
53312,"Jean Barbeau",1945
53313,"Manon Barbeau",
53314,"Marcel Barbeau",1925
53315,"Michel Barbeau",
53318,"Jason Barbeck",
53323,"Charles L. Barbee",
53331,"Grant Barbeito",
53333,"Christine Lelouch",
53334,"Didier Barbelivien",1954
53335,"Butch Barbella",
53344,"Adam Barber",
53348,"Antonia Barber",1932
53352,"Billy Barber",
53364,"Chris Barber",1930
53366,"Clayton J. Barber",
53367,"Daryl Barber",
53368,"Dave Barber",
53377,"Doug Barber",
53382,"Ellen Barber",
53384,"Frances Barber",1958
53385,"Frank Barber",1926
53388,"Gary Barber",
53390,"Gillian Barber",1958
53392,"Glynis Barber",1955
53400,"Irish Barber",
53405,"Jim Barber",
53409,"John Barber",1932
53419,"Karen Barber",
53427,"Lesley Barber",1968
53431,"Marcus Barber",
53434,"Matt Barber",
53441,"Nancy Barber",
53443,"Nigel Barber",
53445,"Oscar Barber",
53448,"Paul Barber",1951
53450,"Peter Barber",
53454,"Red Barber",1908
53455,"Ricardo Barber",1937
53456,"Richard Barber",
53459,"Rowland Barber",1920
53462,"Samuel Barber",1910
53464,"Stephen Barber",
53466,"Tami Barber",
53473,"William D. Barber",1949
53474,"Zorie Barber",
53476,"Carme Barbera",
53484,"Joseph Barbera",1911
53486,"Laurence Barbera",
53492,"Mino Barbera",
53493,"Neal Barbera",1944
53496,"Ric Barbera",1973
53502,"Eduardo Barberena",
53505,"Armando Barberi",
53506,"Gianfranco Barberi",
53508,"Katie Barberi",1972
53510,"Marco Barberi",
53511,"Paolo Barberi",
53516,"Jillian Barberie",1966
53517,"Karen Barberie",
53519,"Urbano Barberini",1961
53521,"Paolo Barberio",
53523,"Alberto Barberis",
53524,"Bill Barberis",
53525,"Irene Barberis",
53526,"Luis Martín Barberis",
53527,"Nerio Barberis",
53532,"Aldo Barbero",1933
53534,"Caterina Barbero",1951
53536,"Chusa Barbero",1969
53539,"Franco Barbero",1944
53542,"Lori Barbero",1961
53543,"Luis Barbero",1916
53544,"Miguel Ángel Barbero",
53548,"Pedro L. Barbero",
53549,"Marie-Louise Barberot",
53556,"Ken Barbet",
53560,"Pierre-Olivier Bardet",
53569,"Cesare Barbetti",1930
53571,"Jules-Amédée Barbey d'Aurevilly",1808
53572,"Alex Barbey",
53574,"Claude-Inga Barbey",
53576,"Gavin Barbey",
53577,"Laura Barbey",1979
53579,"Mathieu Barbey",
53580,"Michel Barbey",1927
53587,"Vincent Barbi",1912
53589,"Frank Barbian",
53597,"Klaus Barbie",1913
53601,"Benoît Barbier",1948
53604,"Brigitte Barbier",
53607,"Christian Barbier",1924
53608,"Christian Barbier",1939
53613,"Eric Barbier",1960
53620,"Jean-Gilles Barbier",
53621,"Jean-Luc Barbier",
53622,"Jean-Pierre Barbier",
53623,"Jules Barbier",1825
53628,"Mathieu Barbier",1963
53631,"Odile Barbier",
53642,"Alfredo Barbieri",1923
53644,"Andrea Barbieri",1965
53650,"Carmen Barbieri",1955
53655,"Fedora Barbieri",1920
53657,"Francisco Asenjo Barbieri",1823
53658,"Gato Barbieri",1932
53671,"Nora Barbieri",
53672,"Pablo Barbieri Carrera",1971
53675,"Patricia Barbieri",
53677,"Raimondo Barbieri",
53678,"Renato Barbieri",
53679,"Renzo Barbieri",1940
53684,"Tony Barbieri",
53685,"Veljko Barbieri",1950
53694,"Michèle Barbin",
53695,"Nhá Barbina",1915
53696,"Péter Barbinek",1949
53697,"Edward Barbini",
53699,"Jaime Barbini",1942
53705,"Livio Barbo",
53716,"Marco Barboni",1952
53719,"Luis Barboo",1927
53722,"Cecilia Bârbora",1963
53723,"Luís Tiago Barbosa Alves",
53724,"Adoniran Barbosa",1910
53729,"Alvim Barbosa",
53732,"Andre Barbosa",
53733,"Angela Maciel Barbosa",
53737,"Ayrton Barbosa",
53738,"Benedito Ruy Barbosa",1931
53739,"Blayn Barbosa",1989
53741,"Carlos Barbosa",
53744,"Daniela Barbosa",1979
53755,"Haroldo Marinho Barbosa",1944
53759,"Jarbas Barbosa",1927
53763,"Zé Adão Barbosa",
53768,"Lopes Barbosa",1944
53770,"Luísa Barbosa",1923
53771,"Manuel Barbosa",
53773,"Maria Carmem Barbosa",
53779,"Márcia Barbosa",
53780,"Nilson Barbosa",
53782,"Palmira Barbosa",
53786,"Pedro Barbosa",
53787,"Phydias Barbosa",
53791,"Rubens Barbosa",
53795,"Sérgio Luiz Barbosa",
53798,"Walkiria Barbosa",
53800,"Willy Barbosa",
53802,"Zezeh Barbosa",1963
53812,"Alan G. Barbour",1933
53813,"Bruce Paul Barbour",1949
53824,"James Barbour",1966
53827,"John Barbour",1933
53830,"Julian Barbour",
